set	KO	definition	foreground_with_KO	foreground_total	background_with_KO	background_total	oddsratio	pvalue	padj
conserved_down	K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K01937	CTP synthase [EC:6.3.4.2]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K01940	argininosuccinate synthase [EC:6.3.4.5]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02027	multiple sugar transport system substrate-binding protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02115	F-type H+-transporting ATPase subunit gamma	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02242	competence protein ComFC	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02356	elongation factor P	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02874	large subunit ribosomal protein L14	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02892	large subunit ribosomal protein L23	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K02904	large subunit ribosomal protein L29	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03077	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03339	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase [EC:4.1.2.29]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03417	methylisocitrate lyase [EC:4.1.3.30]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03517	quinolinate synthase [EC:2.5.1.72]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03570	rod shape-determining protein MreC	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03666	host factor-I protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03697	ATP-dependent Clp protease ATP-binding subunit ClpE	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03739	membrane protein involved in D-alanine export	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K03817	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K04077	chaperonin GroEL [EC:5.6.1.7]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K04079	molecular chaperone HtpG	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06336	spore coat-associated protein N	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06359	response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06370	morphogenetic protein associated with SpoVID	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06378	stage II sporulation protein AA (anti-sigma F factor antagonist)	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06379	stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06380	stage II sporulation protein B	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06386	stage II sporulation protein Q	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06397	stage III sporulation protein AH	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06412	stage V sporulation protein G	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06605	myo-inositol catabolism protein IolH	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K06872	uncharacterized protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K07104	catechol 2,3-dioxygenase [EC:1.13.11.2]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K07124	uncharacterized protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K07692	two-component system, NarL family, response regulator DegU	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K07734	transcriptional regulator	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K08153	MFS transporter, DHA1 family, multidrug resistance protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K08217	MFS transporter, DHA3 family, macrolide efflux protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K08693	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K11184	catabolite repression HPr-like protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K11619	lia operon protein LiaI	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K11620	lia operon protein LiaH	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K11686	chromosome-anchoring protein RacA	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K13276	bacillopeptidase F [EC:3.4.21.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K13280	signal peptidase I [EC:3.4.21.89]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K13533	two-component system, sporulation sensor kinase E [EC:2.7.13.3]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K14645	serine protease [EC:3.4.21.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K14647	minor extracellular serine protease Vpr [EC:3.4.21.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15655	surfactin/lichenysin synthetase B	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15664	plipastatin/fengycin lipopeptide synthetase A	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15665	plipastatin/fengycin lipopeptide synthetase B	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15666	plipastatin/fengycin lipopeptide synthetase C	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15667	plipastatin/fengycin lipopeptide synthetase D	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15668	plipastatin/fengycin lipopeptide synthetase E	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15921	arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15924	glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K15977	putative oxidoreductase	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K16199	dipeptide transport system substrate-binding protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K16203	D-amino peptidase [EC:3.4.11.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K16921	acetoin utilization transport system ATP-binding protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K17234	arabinooligosaccharide transport system substrate-binding protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K17236	arabinooligosaccharide transport system permease protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K17734	serine protease AprX [EC:3.4.21.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K17836	beta-lactamase class A [EC:3.5.2.6]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19418	membrane protein EpsK	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19419	transmembrane protein EpsG	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19421	polysaccharide biosynthesis protein EpsC	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19422	glycosyltransferase EpsD [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19423	glycosyltransferase EpsE [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19424	glycosyltransferase EpsF [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19425	glycosyltransferase EpsH [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19426	pyruvyl transferase EpsI [EC:2.-.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19427	glycosyltransferase EpsJ [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19428	sugar transferase EpsL [EC:2.-.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19429	acetyltransferase EpsM [EC:2.3.1.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19430	pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19431	pyruvyl transferase EpsO [EC:2.-.-.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19433	TasA anchoring/assembly protein	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
conserved_down	K19689	aminopeptidase [EC:3.4.11.-]	1	176	1	2017	inf	0.0872583044124938	0.112957668040831
